,name,rating,num_reviewers,type,lat,long
730,Kedai Nanda thaitea,4.5,2,Coffee shop,-5.1098159,119.4305491
731,Warkop 27,5.0,1,Coffee shop,-5.1179413,119.4196137
732,NgunjukKopi & Kuliner,4.3,57,Espresso bar,-5.195711,119.4689466
733,Warkop Makmur/ Jual beli chip,4.8,5,Coffee shop,-5.1180005,119.420153
734,Warkop 2R,5.0,1,Coffee shop,-5.1189063,119.4174315
735,Warkop Hari,4.8,9,Coffee shop,-5.1195363,119.4201291
736,Warkop Dua Tujuh,3.4,7,Coffee shop,-5.1178965,119.4207159
737,Fat Bubble Makassar,4.4,377,Cafe,-5.1452253,119.4143929
738,Warkop Darwis,4.2,40,Cafe,-5.1124297,119.4238815
739,Kedai Imran,0.0,0,Coffee shop,-5.1145759,119.4212766
740,Warkop 116,4.4,12,Cafe,-5.1140433,119.4228172
741,Warkop Soba,5.0,1,Cafe,-5.1111973,119.4282743
742,Warkop Sekawan,3.8,5,Coffee shop,-5.1144937,119.4236317
743,Toko nurcahyani,0.0,0,Coffee shop,-5.1114608,119.425482
744,Warkop azisah,4.2,5,Coffee shop,-5.1107678,119.4264472
745,Warung Primkopal,4.9,32,Restaurant,-5.1157055,119.4166947
747,Warkop siama 2,5.0,6,Cafe,-5.1118957,119.4199015
753,Kedai kak lhia,0.0,0,Coffee shop,-5.0498912,119.3278017
757,Suppiran Coffee Indonesia,0.0,0,Coffee store,-5.1195955,119.4026276
761,Kopi Sayang & Uncle Fang Makassar,0.0,0,Food and beverage exporter,-5.1114895,119.4026276
762,Warkop W2R,0.0,0,Coffee shop,-5.048941,119.330181
763,KOPI CAN Brew House,0.0,0,Coffee store,-5.1114895,119.4026276
768,Tropical Food & Drink Makassar,5.0,1,Coffee store,-5.1114895,119.4026276
769,bubur bakar malathi,5.0,15,Coffee shop,-5.1464371,119.4165266
779,Coffee Galung Enrekang,5.0,5,Coffee wholesaler,-5.1114895,119.4026276
780,Garden Coffee,4.7,123,Coffee shop,-4.1455511,120.0322841
781,Toko Kopi Wijaya Kusuma,5.0,19,Coffee shop,-4.1400213,120.0332039
783,Kopte Tarik Sengkang Wajo (Kopi & Teh),4.9,21,Coffee shop,-4.1326231,120.0295632
784,Mokopi coffee,4.4,85,Espresso bar,-4.1332621,120.0289415
785,Toko Kopi Seiju,5.0,7,Coffee shop,-4.1421296,120.0311189
786,Om Bro Coffee,4.6,20,Coffee shop,-4.1464212,120.0383862
787,Warkop Lotus Tujuhbelas,4.5,52,Coffee shop,-4.1426432,120.0421625
788,Rumah Kopi Setia,4.7,522,Coffee shop,-5.1259252,119.4132633
789,Kedai Kopi Rumah Tua,4.2,1212,Coffee shop,-4.142179,120.0318766
790,U.COFFEE.GARAGE,5.0,28,Cafe,-4.1246067,120.0255702
791,Coffee Shops Phoenam,4.6,663,Coffee shop,-5.1317924,119.4074423
792,Warung simpang palopo,4.7,22,Coffee shop,-3.9346925,120.2711615
793,Home Coffee Shop siwa,4.2,153,Coffee shop,-3.69623,120.4161527
794,Reborn Coffee,4.6,7,Coffee shop,-3.701416,120.416333
795,Kopi kenanga,5.0,5,Coffee shop,-4.1281594,120.0312452
796,KOPI TURATEA,4.7,9,Cafe,-3.6998029,120.4169714
797,Kedai topanri,5.0,1,Coffee shop,-4.1309072,120.0287412
798,Kopi Ko'ui,4.8,388,Coffee shop,-2.9908903,120.1860577
799,Kopi Kenangan - Ruko A. Yani Makassar,4.6,384,Coffee shop,-5.1327484,119.4104393
800,Cafe Wajo,4.3,29,Coffee shop,-2.8236617,122.184446
801,Figura Kopi,4.9,32,Coffee shop,-3.0070528,120.1971094
803,Empat Satu Cafe,5.0,3,Coffee shop,-3.7005943,120.4179222
804,Warkop LaKopi,4.5,935,Coffee shop,-5.1293327,119.4096989
805,Teras Kopi,4.6,60,Coffee shop,-5.1317189,119.4121458
807,Kopi Djuragan,4.5,8,Coffee shop,-4.1367352,120.0301096
808,Yaz ice cooffee.tempat ngopinya para petualang,4.8,21,Coffee shop,-5.1229758,119.4151208
809,Kopi Teras,5.0,1,Cafe,-4.1323882,120.0334356
810,titikkumpul.cof,5.0,1,Coffee shop,-4.2190876,120.1211168
811,Rumah Kreatif Ogie Wajo [OW Coffee Shop | Creative Space],0.0,0,Coffee shop,-3.9443769,120.0642126
812,TAPODISKO PLORA,5.0,2,Coffee shop,-3.9575173,120.141991
813,NewTown 88,4.8,46,Coffee shop,-5.1294571,119.4078735
814,Canton Coffee,4.5,376,Coffee shop,-5.1371171,119.4214132
815,Kedai Kopi Dirga 16,3.7,15,Coffee shop,-4.0455726,120.3336412
816,Warkop Hai Hong,4.5,729,Coffee shop,-5.1309879,119.407472
817,Kopi ruko tua,5.0,5,Coffee shop,-2.9970842,120.1964095
818,Toarco Toraja Coffee,4.5,1157,Coffee shop,-5.1409344,119.4212115
819,Double Shot Cafe,4.7,571,Coffee shop,-5.1299723,119.4118201
820,Coffe Port Indo,4.3,3,Coffee shop,-5.1206667,119.4088293
821,Mycoffee Sentral,5.0,3,Coffee shop,-5.1300123,119.4132775
822,Warkop kawange,4.4,8,Coffee shop,-4.1307437,120.0314429
823,Goedang Sumba,4.9,22,Coffee shop,-5.1310183,119.4109343
824,Kopi Oy Cafe,4.3,15,Cafe,-4.1234754,120.0275901
825,Kopi Punggawa,4.8,32,Coffee shop,-5.1285499,119.4276786
826,Warkop Dg Sija,4.5,112,Coffee shop,-5.1318004,119.4234517
827,Kopi Toraja Premium Arabika dan Robusta cocok juga sebagai oleh oleh,5.0,132,Cafe,-5.1547619,119.4152978
828,Kopi M by Merry Riana,4.6,11,Coffee shop,-5.130272,119.411252
829,ES KOPI INDONESIA TANIMBAR,4.6,13,Cafe,-5.1240597,119.4138176
830,Gandangbatu Coffee,4.6,111,Coffee wholesaler,-5.1138636,119.5056677
831,Enam Delapan Coffee,5.0,6,Coffee shop,-5.1232994,119.4153476
832,Warung Kopi Sija Cendrawasih,4.9,10,Coffee shop,-5.1495718,119.4132775
833,Warung Kopi Topanri,4.5,91,Coffee shop,-5.1572361,119.4135991
834,Kofie Pandawa,4.6,8,Coffee shop,-5.1292954,119.4087022
835,Micronica Coffee Exp.,4.7,62,Coffee shop,-5.1240714,119.4099269
836,Siwata Kedai Kopi,0.0,0,Coffee shop,-3.7020231,120.4167597
837,Point Coffee,3.7,10,Coffee shop,-5.1327778,119.4120197
838,slowpi.coffee,0.0,0,Coffee shop,-5.123052,119.4111126
839,Warung palopo turumpakkae,0.0,0,Coffee shop,-3.9698543,120.1997147
840,Menza Rumah Kopi,4.8,12,Cafe,-5.1248496,119.4142366
841,Coffee roterdam,4.8,8,Coffee shop,-5.122143,119.410286
842,Kopi Nongkrong,5.0,1,Coffee shop,-4.140191,120.03033
843,Lucé Gelato,4.9,3530,Cafe,-5.1271194,119.4087565
844,Warkop In'da,4.5,276,Coffee shop,-5.1207198,119.4132138
845,Warkop Triple Delapan - House Of Mario Mega,5.0,4,Coffee shop,-4.1054958,120.0297365
847,DOTTORO Cafe,4.4,150,Coffee shop,-5.1321323,119.4072757
848,GOWESHOUSE - Warkop & Toko Kue,4.5,32,Coffee shop,-5.1207296,119.4144181
849,Kampoeng ponjalae kopi,5.0,1,Coffee shop,-2.9892561,120.2043236
850,GIRDER COFFEE,5.0,8,Coffee shop,-5.1282559,119.4078992
851,Cafe idola,5.0,7,Coffee shop,-5.1241387,119.4111708
852,Jual Kopi Robusta Toraja Asli Makassar,4.0,1,Coffee shop,-5.1217234,119.4113543
853,Laupa Coffee & Drink Box,5.0,2,Coffee shop,-5.1269909,119.4140305
854,Warkop Azzahrah - RRI,4.8,12,Coffee shop,-5.1323788,119.4062027
855,Warkop salemo,4.6,62,Coffee shop,-5.1202523,119.4148953
856,Warkop Muhammadiyah,4.5,93,Coffee shop,-5.1252351,119.4154848
857,Kopi Pak Mus,4.6,16,Coffee stand,-5.1355016,119.479894
858,THE EDGE,5.0,1,Coffee shop,-5.1290269,119.4086014
859,Bothlaim Space,4.2,72,Coffee shop,-5.1320292,119.4064594
860,Warkop88,5.0,1,Coffee shop,-5.1237766,119.4111984
861,Daily coffee,4.5,91,Coffee shop,-5.1208857,119.4099226
862,Warkop Bojie,5.0,1,Coffee shop,-5.1281899,119.4123691
863,waroeng kopi tiga #kp3,5.0,2,Cafe,-5.1319,119.4107519
864,Kedai 89,4.7,36,Cafe,-5.131203,119.4113267
865,Kedai LEOPARD Coffee,0.0,0,Cafe,-3.6987531,120.4142998
866,MUtea Drink new Makassar mall,5.0,1,Coffee shop,-5.1295597,119.4145052
867,Warkop Onthe,4.8,16,Coffee shop,-5.12056,119.414812
868,GPS91 (gejek platimun),5.0,3,Coffee shop,-5.1275631,119.4129
869,Kopi KCN,5.0,4,Coffee shop,-5.163423,119.4838598
870,Warung Indah,0.0,0,Coffee shop,-3.7838794,120.3414562
871,WARKOP EKO,4.7,40,Cafe,-5.1236746,119.4135916
872,Oleh oleh Kopi Toraja Makassar,0.0,0,Coffee shop,-5.130624,119.4096841
873,WARKOP KERABAT,5.0,3,Coffee shop,-5.1198996,119.4142196
874,Warkop Teras 99,4.6,29,Coffee shop,-5.1246567,119.4131401
875,Kopi Toraja Leluhur Khass Nikmat Produk Lokal Rasa Internasional,5.0,1,Coffee stand,-5.0841841,119.5272115
876,WARKOP 67,4.4,22,Coffee shop,-5.12196,119.4123677
877,Warkop Om LEXY,5.0,13,Coffee shop,-5.1222412,119.4088826
878,Skypond Cafe & Lounge,5.0,1,Coffee shop,-5.1322449,119.4138863
879,Poxus cafe (RELX),4.7,13,Cafe,-5.1300201,119.4117171
880,KEDAI KOPI TITI,5.0,7,Coffee shop,-5.1187753,119.4122219
881,Warung kopi ibu ida,5.0,1,Coffee shop,-5.1232049,119.408322
882,Kedai Koplo,4.7,60,Coffee shop,-5.1522447,119.4205083
883,Warkop D'Siama Cabang Tarakan,5.0,8,Coffee shop,-5.1199625,119.4170821
884,Warkop Terminal,5.0,4,Coffee shop,-5.124898,119.415561
885,Kopi Soe Andalas,4.6,18,Restaurant,-5.1258888,119.4184654
886,Kopi Konspirasi,5.0,2,Coffee shop,-2.99056,120.186846
887,Smooth Coffee,0.0,0,Coffee shop,-5.1237182,119.4141722
888,Warkop Sentrum,5.0,6,Coffee shop,-5.1271651,119.4147764
889,CAFE THE WALL BOTHLAM SPACE,4.0,2,Coffee shop,-5.1305019,119.4093333
890,QINAWA Coffee,4.7,110,Coffee shop,-5.1157711,119.5251404
891,KEIKOPI,4.3,184,Coffee shop,-5.077203,119.5234753
892,Arabika Coffee Shop,4.6,101,Coffee shop,-5.1077709,119.5207599
893,KOPIKOS MAKASSAR,4.9,42,Cafe,-5.122651,119.5223592
894,ATM Coffee,4.7,298,Coffee shop,-5.1008031,119.5121938
895,Maka coffee,4.5,109,Cafe,-5.0893991,119.5172859
896,Oher coffee & tea,4.8,22,Coffee shop,-5.0818092,119.5278655
897,Point Coffee Gedhe Indogrosir Makassar,4.9,77,Coffee shop,-5.0787648,119.5224681
898,Terminal Kopi Gomacca,4.4,475,Coffee shop,-5.1350832,119.5223831
899,Kopi Dua Delapan - Goa Ria,5.0,65,Coffee shop,-5.0786978,119.5242205
900,Es Kopi Indonesia Sudiang,4.8,29,Coffee shop,-5.0815268,119.5257475
901,Blengos Coffee,5.0,27,Coffee shop,-5.1139749,119.5170694
902,Katanya kopi_22,4.7,15,Coffee shop,-5.1003419,119.5244003
903,POINT KOPI MAKASSAR,4.8,49,Coffee shop,-5.1185141,119.5209194
904,Kedai Kopi Ajwa,4.8,104,Coffee shop,-5.1134682,119.5050659
905,pajokka coffee,5.0,4,Coffee shop,-5.1045617,119.5258023
906,Point Coffee,4.3,140,Coffee shop,-5.076076,119.5233351
907,Kopi Daeng Sheri,4.7,67,Coffee shop,-5.0934221,119.5175903
908,Drock Coffee,5.0,49,Store,-5.1179254,119.5204273
909,Kopi Wim 23,4.8,20,Coffee shop,-5.0977664,119.5127769
910,345 coffeeshop,4.4,45,Coffee shop,-5.0701822,119.5247743
911,Black White Coffee Cafe,4.4,287,Cafe,-5.1039909,119.511146
912,"WARKOP Sarang Walet ""WALET'TA"" Makassar",4.3,209,Coffee shop,-5.0771717,119.5223353
913,Kopi Kaia,5.0,2,Coffee shop,-5.0942323,119.5123904
914,Republik 44,4.4,215,Coffee shop,-5.1132684,119.5055779
915,Warkop Five One,4.4,2254,Coffee shop,-5.1196318,119.5093918
916,Warkop BOOGIS,4.6,217,Cafe,-5.1018601,119.5119778
917,SAHABAT KOPI,5.0,11,Cafe,-5.1130298,119.5107277
918,KOPi SUDUT,4.3,12,Coffee shop,-5.1207925,119.5221092
919,HARL COFFEE,4.3,15,Coffee shop,-5.1182757,119.5103341
920,EL VIE KOPI,4.5,11,Coffee shop,-5.1005334,119.5122842
921,Kopi diantara kita,4.8,10,Cafe,-5.1003424,119.5231586
922,Kifaya Coffee,5.0,7,Coffee shop,-5.1132519,119.5132229
923,Kopi Konoha Paccerakkang,4.5,28,Coffee shop,-5.1150094,119.5187452
924,Warkop assipojingetta,4.6,273,Coffee shop,-5.089296,119.5181998
925,Osar Coffee,5.0,5,Coffee shop,-5.1002632,119.5230037
926,Kopi Kogar,5.0,13,Coffee shop,-5.1095642,119.5176673
927,KOPI IDE,4.9,12,Cafe,-5.1179087,119.5097856
928,KOPI KILO,4.8,4,Coffee shop,-5.101315,119.5245991
929,BW Coffee Daya,4.9,14,Coffee shop,-5.1190464,119.5108639
930,DAENG COFFEE RESTO,3.7,3,Coffee shop,-5.1084341,119.5194399
931,Kopi 19,5.0,14,Coffee shop,-5.1112212,119.5115558
932,ATRIUM COFFEE,4.6,455,Restaurant,-5.1403103,119.5203689
933,Paramount Coffee,4.4,9,Coffee shop,-5.0813971,119.5211181
934,Paduan Coffee,5.0,6,Coffee shop,-5.1129661,119.5267479
935,Sarjana Kopi,4.8,11,Coffee shop,-5.1170507,119.5159534
936,Stay Coffee,4.2,183,Cafe,-5.1026847,119.5289684
937,Warung Kopi 212,4.6,21,Coffee shop,-5.1247478,119.5231897
938,Aruwa Coffee Indonesia,5.0,6,Cafe,-5.1037519,119.5279113
939,Warkop Dottoro'e,4.4,144,Coffee shop,-5.1038586,119.5116319
940,Coffee Coffee Dulu,5.0,10,Cafe,-5.1089948,119.5188213
941,LAESKOPI,5.0,4,Coffee shop,-5.1229483,119.5223585
942,Warung Kopi Lembang,4.3,150,Coffee shop,-5.0945425,119.5317088
943,Warkop Dg Sija,4.4,169,Coffee shop,-5.1023265,119.5119094
944,MOOD,5.0,3,Coffee shop,-5.1142734,119.5172174
945,Warkop Dg. Sija Paccerakkang,4.4,317,Coffee shop,-5.1179761,119.5204566
946,Kopi Canda Tawa,5.0,9,Coffee shop,-5.1124791,119.5198834
947,Warkopna Tetta,5.0,2,Coffee shop,-5.112716,119.5104116
948,Point Coffee PK Batu Tambung,5.0,8,Coffee shop,-5.0881577,119.5189846
949,Djoeragan Kopi KEPO,5.0,1,Coffee shop,-5.0941466,119.5264199
950,Gankum Coffee Shop,5.0,1,Coffee shop,-5.112718,119.514255
951,Warkop Taman Kopi,4.5,70,Cafe,-5.0830328,119.520431
952,Join Kopi,5.0,1,Housing complex,-5.1282881,119.5175966
953,Warung Kopi Pak Janggo' @KPJ,4.5,17,Coffee shop,-5.0825676,119.4951844
954,"Kedai Kopi Kulo, Perintis",5.0,1,Coffee shop,-5.101351,119.510563
955,Warkop Kopi Tiam,4.4,25,Coffee shop,-5.1125665,119.508506
956,Gerobak Kopi DS KOPI POLDA,5.0,1,Coffee shop,-5.0950404,119.5126693
957,Kopi Toraja Rumah Adat,4.4,7,Coffee wholesaler,-5.1177434,119.5161274
958,Kopi Nyamank Tojeng,5.0,4,Cafe,-5.080598,119.522304
959,WE COFFEE,4.2,5,Coffee shop,-5.1096847,119.5175047
960,Warkop 25 My,4.5,81,Coffee shop,-5.1087308,119.5108185
961,Salon Aenhy By Kopi Biringta 78,5.0,1,Coffee shop,-5.110632,119.5160443
962,Mambadrink Daya,5.0,8,Coffee shop,-5.1127236,119.5103649
963,Kopi Sodara,5.0,1,Cafe,-5.1029614,119.5297916
964,Kode Kopi COFFEE SHOP,4.8,5,Coffee shop,-5.1105993,119.5105754
965,Coffee Berua,4.9,17,Cafe,-5.1159627,119.5234427
966,Tomoro Coffee Pajjaiang,3.7,23,Coffee shop,-5.110213,119.516236
967,Kedai Whdy Coffee Shop,5.0,2,Coffee shop,-5.1138176,119.5162068
968,Kopi Box,5.0,7,Coffee shop,-5.1023492,119.5119296
969,Waroeng Kopi Bang Oedin,5.0,1,Cafe,-5.094987,119.5151796
970,Kedai Kopi Papa Om,5.0,1,Coffee shop,-5.1189989,119.5097756
971,Kopi Padu Rasa - Goa Ria,5.0,9,Coffee shop,-5.0883849,119.5284055
972,KOPI DAENGta,5.0,2,Coffee shop,-5.0929061,119.512119
973,WARKOP ARR,4.7,24,Coffee shop,-5.0817877,119.5222801
974,kopi dari hati pajjaiang,4.3,8,Coffee shop,-5.1072719,119.5216328
975,Esteh Indonesia Sudiang Makassar,4.5,47,Cafe,-5.1074917,119.5213141
976,Warkop Pallawa 21,4.7,17,Coffee shop,-5.1030604,119.5277855
977,Sola Coffee,5.0,1,Coffee shop,-5.1194822,119.5115079
978,Carperin daya,5.0,2,Coffee shop,-5.1130612,119.5112851
979,Kedai kopi naya-panda warkop,4.4,7,Coffee shop,-5.0754646,119.5306358
980,Warkop Opale,4.4,229,Cafe,-5.0698203,119.5249693
981,Mini Warmindo NUSA,5.0,1,Coffee shop,-5.1153108,119.5115358
982,Point Coffee,4.3,8,Coffee shop,-5.1016327,119.5110714
983,Warkop Coffee 59,4.8,24,Coffee shop,-5.1085993,119.5106654
984,KINI CHEESE TEA DAYA,5.0,5,Coffee shop,-5.1143446,119.517455
985,Kima Coffee,0.0,0,Espresso bar,-5.1072813,119.5108087
986,WARKOP ANDIKNUUU,5.0,23,Coffee shop,-5.1138379,119.5167979
987,WARKOP KOPI KUY,5.0,3,Coffee shop,-5.0901284,119.5255869
988,waroeng garasi & kopi ucok,5.0,1,Coffee shop,-5.1205037,119.5221933
989,NR Coffee Shop,5.0,3,Coffee shop,-5.1139007,119.5159517
990,Sudut Kopi Taman Sudiang Indah,0.0,0,Coffee shop,-5.091076,119.5261849
991,JOIN COFFEE HOUSE,4.0,4,Coffee shop,-5.1103549,119.515165
992,Warkop 183,4.5,88,Coffee shop,-5.1087944,119.5107256
993,ZONA (MINUMAN & MAKANAN),5.0,4,Coffee shop,-5.1130777,119.5132634
994,P.O.J. KOPI,5.0,7,Coffee shop,-5.1235379,119.507202
995,Warkop Kita,4.7,40,Coffee shop,-5.1134448,119.5119313
996,Warkop Massi,4.6,14,Coffee shop,-5.1137537,119.5063664
997,Papito,3.9,206,Cafe,-5.0906491,119.5090099
998,Hard vard coffee,5.0,6,Cafe,-5.1138008,119.5161403
999,Kopi Pojok 47 Signature,4.5,231,Coffee shop,-5.1226883,119.4186358
1000,KOPI SENGKA,4.7,56,Coffee shop,-5.1278653,119.4185808
1001,Warkop Azzahrah - Bandang,4.5,1920,Coffee shop,-5.1229043,119.4186706
1002,Nur Djiee Coffee Shop,4.8,46,Cafe,-5.1249889,119.4198955
1003,kotakopi,4.9,37,Coffee shop,-5.1622504,119.4204597
1004,Eureka CafeStore,4.2,65,Cafe,-5.1315203,119.4183486
1005,Kopi Tua Makassar Kota,4.9,11,Coffee stand,-5.1572109,119.4218899
1007,D'Markaz coffee,4.5,35,Coffee shop,-5.1292861,119.4260547
1008,Toko Kopi Isikepala,4.8,70,Coffee shop,-5.1444495,119.4525828
1009,OQ Cafe,0.0,0,Coffee shop,-5.1321401,119.4267694
1010,Rumah Kopi Lantai Atas (Ruko Lantas),4.7,97,Coffee shop,-5.1664265,119.4531485
1011,M'KOPI,4.6,97,Coffee shop,-5.1339396,119.4286728
1012,Kopi Padu Rasa - Sunu,4.6,5,Coffee shop,-5.1294993,119.4278716
1013,De'Plano Cafe,4.2,57,Coffee shop,-5.131704,119.4254407
1014,Bermula Kopi (Halaman 1),4.8,63,Coffee shop,-5.1309786,119.4185315
1015,Mo Ka' Kopi KHAS,5.0,12,Cafe,-5.130862,119.4234659
1016,Warkop Andalas 147,4.6,330,Coffee shop,-5.1242327,119.4180003
1017,Warkop Aliyah Cahaya Abadi,4.6,75,Coffee shop,-5.1236484,119.421614
1018,Kopi Bronx,4.7,26,Cafe,-5.1300591,119.4301979
1019,kopi makassar assalam cafe,5.0,37,Coffee shop,-5.1670587,119.4911597
1020,Kopi Kenangan - Ruko Bawakaraeng Makassar,4.5,98,Coffee shop,-5.1349286,119.4271069
1021,toko kopi satu dua,5.0,1,Coffee shop,-5.1208216,119.4206976
1022,Warkop Setuju,4.8,11,Coffee shop,-5.1347733,119.4290799
1023,SOFIKOPI,4.8,75,Coffee wholesaler,-5.1662827,119.422357
1024,Jalan Bareng Creative Space,5.0,13,Coffee shop,-5.1276541,119.420455
1025,Kampoeng Kopi,4.6,16,Coffee shop,-5.1477867,119.4216624
1026,Rumah Kopi Ailah157,5.0,1,Coffee shop,-5.1223847,119.4219219
1027,Manre Na Kopi,5.0,20,Coffee shop,-5.1321367,119.4207938
1028,Kopi Sore,5.0,12,Cafe,-5.2148481,119.3934038
1029,KOPI HOMIES,5.0,1,Coffee shop,-5.1286753,119.4167647
1030,Berdua Kopi,4.6,41,Coffee shop,-5.1605231,119.4199617
1031,Kopi Kenangan - SPBU Pertamina (Andalas Makassar),4.4,73,Coffee shop,-5.1248866,119.4181597
1032,DK Dapur Kopi,4.6,37,Coffee shop,-5.1333253,119.4281788
1033,Kopi Raya Presso,4.6,29,Coffee shop,-5.1478199,119.417034
1034,Kopita 23,4.6,121,Coffee shop,-5.1562257,119.4177553
1035,Warkop 129,4.6,83,Coffee shop,-5.1210798,119.4201065
1036,Kopi Ticer,4.8,4,Coffee shop,-5.1262267,119.4198176
1037,Warkop Omsan,4.8,96,Coffee shop,-5.1240319,119.4198209
1038,BAR STATION COFFEE,5.0,6,Coffee shop,-5.1217622,119.4200598
1039,Warkop Pojok 47,4.4,51,Coffee shop,-5.1250578,119.4188835
1040,Warkop Peng Peng,4.8,35,Coffee shop,-5.1343911,119.4173766
1041,Setia Coffee,4.5,45,Coffee shop,-5.1545608,119.440528
1042,Coffe Alba,5.0,5,Coffee shop,-5.1283881,119.4184192
1043,Warkop Nur Tinumbu,4.5,129,Coffee shop,-5.1245818,119.4200764
1044,Everest Coffeshop,0.0,0,Coffee shop,-5.122681,119.4206491
1045,Kopitoa,4.5,2,Coffee shop,-5.1502823,119.4189574
1046,Warkop Callysta,4.4,113,Coffee shop,-5.1241949,119.4200679
1047,KOPI TUP’AI,4.8,12,Coffee shop,-5.1612897,119.419875
1048,WARKOP 167,4.9,21,Coffee shop,-5.1246719,119.420124
1049,Aroma cotto Makassar Dg Sitaba,4.0,1,Coffee shop,-5.1351226,119.4177516
1050,LET'S MI COFFEE,5.0,4,Coffee shop,-5.1264853,119.4193052
1051,Kedai Kopi StarBox,5.0,3,Coffee shop,-5.1324303,119.4248721
1052,WARKOP BABBA,4.4,185,Coffee shop,-5.1221033,119.419418
1053,Kopi A'L,5.0,1,Coffee shop,-5.1241848,119.4197397
1054,Kopi Pejalan,5.0,4,Coffee stand,-5.1606694,119.4358882
1055,Warung 76,4.3,50,Coffee shop,-5.1319674,119.416915
1056,RATU SOTANG,5.0,1,Coffee shop,-5.1311409,119.4239164
1057,Kopi naqi,5.0,3,Coffee shop,-5.1188656,119.4216945
1058,Warung Kopi New Om San,4.8,5,Coffee shop,-5.125214,119.420221
1059,Warkop 122,4.7,120,Coffee shop,-5.1225588,119.4200339
1060,Kedai kopi kita makassar,5.0,3,Cafe,-5.1275788,119.4206072
1061,Kedai Kopi Tiga Dara,4.6,7,Coffee shop,-5.1317406,119.4235208
1062,ZWarkop,5.0,3,Coffee shop,-5.1260714,119.4192168
1063,Kopi Deapati,4.7,13,Coffee shop,-5.191349,119.4492843
1064,KOPI OG,5.0,2,Coffee shop,-5.1321325,119.4273338
1065,Warkop Akar Te'ne,4.7,48,Cafe,-5.1211559,119.4208715
1066,WARKOP SAHABUDDIN/ACO,4.7,50,Cafe,-5.1226661,119.4201613
1068,Tradisi kopi,5.0,1,Coffee shop,-5.1581488,119.4363058
1069,Mahkota Makassar,5.0,5,Coffee wholesaler,-5.1331137,119.4270531
1070,KOPI KHASTA,4.7,82,Restaurant,-5.1351039,119.448147
1071,Kopi Dg. Sija Mapala Satu Sembilan,4.8,32,Cafe,-5.1681785,119.437697
1072,Kopi Mojaa,5.0,1,Coffee shop,-5.1367865,119.4433773
1073,Umbra Coffee & Roastery,4.7,266,Coffee shop,-5.1563994,119.4210322
1074,Skena Coffee,4.7,180,Coffee shop,-5.1487837,119.4146447
1075,Aming Coffee Makasar,4.8,296,Coffee shop,-5.1486737,119.414617
1076,Anomali Coffee Ratulangi,4.5,1636,Coffee shop,-5.1581398,119.4164025
1078,Eskopi Monginsidi,4.9,200,Coffee shop,-5.1484951,119.4228794
1079,The hills coffee,4.1,232,Coffee shop,-5.1562683,119.4219439
1080,Kopi Konnichiwa - Singa,4.8,232,Coffee shop,-5.1587126,119.4190489
1081,Kopi Kenangan - Ruko Monginsidi Makassar,4.7,133,Coffee shop,-5.1483485,119.4192213
1082,Kapakata Coffee Roaster,4.9,47,Cafe,-5.1461227,119.4178534
1083,Eunoia Coffee,4.8,42,Coffee shop,-5.1463569,119.4198763
1084,Warkop KO HENG,4.6,735,Coffee shop,-5.1423791,119.4212853
1085,La Buana Cafe & Resto,4.1,1090,Coffee shop,-5.1352819,119.4327144
1086,BOHO KOPI,4.4,49,Coffee shop,-5.1464322,119.4219597
1087,Pyur For You Coffee,4.7,68,Coffee shop,-5.1564371,119.4226852
1088,Suhu Kopi Makassar,4.6,26,Coffee shop,-5.1435721,119.4213723
1089,Cocospace Cafe,4.9,796,Cafe,-5.1518531,119.4202939
1090,LaMierra Coffee and records,4.9,35,Coffee shop,-5.1501327,119.4212447
1091,Stone House Cafe & Co Working Space,4.3,104,Coffee shop,-5.1470257,119.420449
1092,KOPITIAM MAKASSAR - HAJI BAU,4.6,805,Cafe,-5.1487725,119.412826
1093,Saruga Kopitiam,4.9,18,Coffee shop,-5.1485855,119.4222243
1094,Kedai Innong,4.5,1380,Coffee shop,-5.132407,119.406228
1095,PENANG COFFEE,4.6,14,Coffee shop,-5.1375628,119.4201612
1096,Kedai Lawas Monginsidi,4.9,746,Coffee shop,-5.1487871,119.4234052
1097,Disini Kopi Makassar,4.6,17,Coffee shop,-5.159082,119.4203243
1098,Arma Cafe,4.4,377,Coffee shop,-5.1637899,119.4235217
1099,BRANDA KOPI,4.8,48,Coffee shop,-5.1562406,119.422155
1100,EIGHTEEN Eatery,4.7,406,Asian,-5.15163,119.4216345
1101,KOPI OM BROTO,4.7,45,Coffee shop,-5.1495961,119.4218196
1102,MCH Merapi,4.2,162,Coffee shop,-5.1463383,119.4178804
1103,Sana Sini Kopi,4.6,58,Coffee shop,-5.1403591,119.4287012
1104,Fur Coffee,4.6,28,Coffee shop,-5.1602806,119.421027
1105,Kopirong Coffee Roaster,4.9,89,Coffee store,-5.1663892,119.418959
1106,Lidi Kopi,4.5,154,Coffee shop,-5.1506087,119.421881
1107,ARNUM Warung Kopi,4.7,308,Coffee shop,-5.1562167,119.4210161
1108,Point Coffee,4.6,33,Coffee shop,-5.1378976,119.420473
1109,Uncle Jo Coffee & Bike,4.7,46,Coffee shop,-5.1371029,119.420867
1110,Point Coffee,4.2,23,Coffee shop,-5.1453285,119.4147449
1111,Kiyan Space,4.9,60,Coffee shop,-5.1492338,119.4188021
1112,Miraza Coffee Roasters,4.5,64,Coffee shop,-5.1570846,119.439595
