nama,rating,jumlah_reviewer,tipe,lat,long,alamat,kelurahan,kecamatan,kota
Mr. dAV COFFEE,4.5,172,Cafe,-5.1402539,119.4113452,"Jalan Botolempangan, Sawerigading, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90114, Indonesia",Sawerigading,Ujung Pandang,Makassar
Warunk Kopi Rotterdam,4.6,44,Coffee shop,-5.1354824,119.4064496,"Jalan Wage Rudolf Supratman, Bulogading, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",Bulogading,Ujung Pandang,Makassar
Jokka Coffee - Kopi Tamasya,4.9,14,Cafe,-5.1376206,119.4055803,"Jalan Pasar Ikan, Bulogading, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",Bulogading,Ujung Pandang,Makassar
Kopi Nikmat & Kost Exclusive,4.4,68,Coffee shop,-5.1503133,119.4164994,"Happy Puppy, Jalan Sam Ratulangi, Mangkura, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",Mangkura,Ujung Pandang,Makassar
Warkop LaKopi Hertasning,4.5,1386,Coffee shop,-5.1620018,119.440516,"PT. Bhanda Ghara Reksa, 7, Jalan Letjen Hertasning, Bonto Cinde, Masale, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",Masale,Panakkukang,Makassar
COFFEE F3,4.7,6,Coffee shop,-5.1368263,119.4147738,"Jalan Buntu Terpedo, Pisang Utara, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90115, Indonesia",Pisang Utara,Ujung Pandang,Makassar
KOPI SUDUT SEKOLAH,5.0,3,Coffee shop,-5.1465831,119.4166404,"Jalan G. Batu Putih, Mangkura, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90142, Indonesia",Mangkura,Ujung Pandang,Makassar
Kedai Kopi BONTee,4.5,94,Coffee shop,-5.1483623,119.4163919,"Kwartir Daerah Gerakan Pramuka Sulawesi Selatan, No 5, Jalan Monginsidi, Mangkura, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90142, Indonesia",Mangkura,Ujung Pandang,Makassar
Starbucks Karunrung,4.5,187,Coffee shop,-5.14524,119.413746,"Jalan Karunrung, Sawerigading, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90113, Indonesia",Sawerigading,Ujung Pandang,Makassar
PAPERCUP - Benteng,4.3,6,Coffee shop,-5.1330301,119.4044991,"Laku, 4, Jalan Ujung Pandang, Bulogading, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",Bulogading,Ujung Pandang,Makassar
Kopi Kenangan - Ruko Sultan Hassanuddin Makassar,4.4,99,Coffee shop,-5.1384048,119.4093428,"Donatello, Jalan Sultan Hasanuddin, Baru, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90114, Indonesia",Baru,Ujung Pandang,Makassar
Turkish Coffee Makassar,4.9,13,Restaurant,-5.1398453,119.4099508,"Jalan Sultan Hasanuddin, Sawerigading, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90114, Indonesia",Sawerigading,Ujung Pandang,Makassar
Lorong Kopi,5.0,5,Coffee shop,-5.1357625,119.408554,"Kantor Pelayanan Pajak Pratama Makassar Barat, Jalan Balai Kota, Baru, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",Baru,Ujung Pandang,Makassar
Kopi Therapy,4.9,8,Coffee shop,-5.1437016,119.408265,"ST.MARIA, Jalan Datu Musseng, Losari, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90113, Indonesia",Losari,Ujung Pandang,Makassar
Ru•Ko Ruang Kopi,5.0,1,Coffee shop,-5.1381057,119.4102687,"Jalan Botolempangan, Baru, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",Baru,Ujung Pandang,Makassar
Kopi Toraja,4.3,26,Coffee shop,-5.1371392,119.4196292,"Lariang Bangi, Makassar, Sulawesi Selatan, Sulawesi, 90145, Indonesia",Lariang Bangi,Makassar,Makassar
Kopi Kobilang Rindu,4.8,37,Cafe,-5.1392552,119.4165516,"Warung Ikan Bakar Lompo Battang, Jalan Gunung Lompo Battang, Lajangiru, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90154, Indonesia",Lajangiru,Ujung Pandang,Makassar
kopi arenna,5.0,1,Coffee shop,-5.1359218,119.4127251,"Jalan Kartini, Baru, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90115, Indonesia",Baru,Ujung Pandang,Makassar
Threeways Kopi,4.8,82,Cafe,-5.136541,119.4106581,"RSIA Kartini, Jalan Kajoalalido, Baru, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",Baru,Ujung Pandang,Makassar
Lapak Kopi Abangda,5.0,5,Coffee shop,-5.1359372,119.4059067,"Ayam Goreng Sulawesi, Jalan Pattimura, Bulogading, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",Bulogading,Ujung Pandang,Makassar
Warkop Tong San,4.4,227,Coffee shop,-5.1377472,119.4056078,"Tong San Warkop, Jalan Pasar Ikan, Bulogading, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",Bulogading,Ujung Pandang,Makassar
Kopi Soe Losari,5.0,7,Coffee shop,-5.141297,119.4070623,"Jalan Penghibur, Maloku, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90113, Indonesia",Maloku,Ujung Pandang,Makassar
Toko Kopi Toraja di Makassar,0.0,0,Coffee shop,-5.1382716,119.413394,"Jalan Ince Nurdin, Sawerigading, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90115, Indonesia",Sawerigading,Ujung Pandang,Makassar
Dasar Kopi,5.0,2,Coffee shop,-5.1473175,119.4133524,"Jalan Arief Rate, Mangkura, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90113, Indonesia",Mangkura,Ujung Pandang,Makassar
Kopi Lain Hati Lamaddukelleng,4.6,13,Coffee shop,-5.1466486,119.4112686,"Jalan Lamadukelleng, Losari, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90113, Indonesia",Losari,Ujung Pandang,Makassar
Kedai REWA Kopi,5.0,1,Coffee shop,-5.1324039,119.4049371,"Laku, 4, Jalan Ujung Pandang, Bulogading, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",Bulogading,Ujung Pandang,Makassar
Kedai Pojok Kopi,4.4,23,Coffee shop,-5.1395386,119.4196334,"Jalan Sungai Cenrana, Lajangiru, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90154, Indonesia",Lajangiru,Ujung Pandang,Makassar
Kaffeine Makassar,4.6,473,Cafe,-5.1432426,119.4137776,"Jalan Dokter Sutomo, Sawerigading, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90114, Indonesia",Sawerigading,Ujung Pandang,Makassar
Warung kopi Dg Bella,5.0,1,Coffee shop,-5.1462596,119.4131118,"RS. Catherine Both, Jalan Arief Rate, Mangkura, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90113, Indonesia",Mangkura,Ujung Pandang,Makassar
Kopi Orens,5.0,5,Cafe,-5.1342729,119.4070367,"Kantor Pos, Jalan Wage Rudolf Supratman, Bulogading, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",Bulogading,Ujung Pandang,Makassar
Kopi Pojok 78,4.0,2,Coffee shop,-5.1437899,119.4114229,"SPBU 74.901.10 Sultan Hasanuddin, Jalan Sultan Hasanuddin, Sawerigading, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90113, Indonesia",Sawerigading,Ujung Pandang,Makassar
Warung kopi Dg. Nyampa,5.0,3,Coffee shop,-5.1395008,119.4087133,"Mix, C3, Jalan Ranggong, Baru, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90113, Indonesia",Baru,Ujung Pandang,Makassar
Kopi Yor,4.5,17,Cafe,-5.136845,119.4092509,"Polsek Ujung Pandang, Jalan Thamrin, Baru, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",Baru,Ujung Pandang,Makassar
Kopi Amanat,5.0,2,Coffee shop,-5.1481712,119.4126076,"RSIA Amanat Makassar, Jalan Manggis, Losari, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90113, Indonesia",Losari,Ujung Pandang,Makassar
Kedai Kopi Ngopsan,5.0,4,Coffee shop,-5.1448994,119.4135304,"Lestari Makassar Jaya, Jalan Karunrung, Sawerigading, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90113, Indonesia",Sawerigading,Ujung Pandang,Makassar
Warkop Dg Sija Popsa,3.9,13,Coffee shop,-5.1337479,119.4041472,"Kampoeng Popsa, Jalan Ujung Pandang, Bulogading, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",Bulogading,Ujung Pandang,Makassar
MyWay Coffee,4.3,29,Coffee shop,-5.1436635,119.4093101,"Rumah Sakit Umum Stella Maris, Jalan Datu Musseng, Losari, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90113, Indonesia",Losari,Ujung Pandang,Makassar
Warung Kopi Mushadi,5.0,1,Coffee shop,-5.1390567,119.4153117,"Warung Solo, Jalan Gunung Tinggimae, Sawerigading, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90154, Indonesia",Sawerigading,Ujung Pandang,Makassar
Kopi Starling Batu Putih,0.0,0,Coffee shop,-5.1467969,119.4170115,"Jalan G. Batu Putih Bundar, Mangkura, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90113, Indonesia",Mangkura,Ujung Pandang,Makassar
Super kopi,0.0,0,Coffee shop,-5.1373119,119.4191967,"Jalan Sungai Poso, Lariang Bangi, Makassar, Sulawesi Selatan, Sulawesi, 90145, Indonesia",Lariang Bangi,Makassar,Makassar
NALA Heritage,4.3,187,Coffee shop,-5.1470789,119.4208804,"Jalan G. Batu Putih, Maricaya Baru, Makassar, Sulawesi Selatan, Sulawesi, 90142, Indonesia",Maricaya Baru,Makassar,Makassar
WarkopNa MP,5.0,24,Coffee shop,-5.1188487,119.4103795,"Jalan Nusantara Baru, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90173, Indonesia",Ujung Tanah,Ujung Tanah,Makassar
KOZI Coffee Makassar,4.6,385,Coffee shop,-5.1557488,119.4150235,"Mario, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",Mario,Mariso,Makassar
Tanamera Coffee - Makassar,4.6,954,Coffee shop,-5.1520249,119.4041056,"Phinisi Point, Jalan Metro Tanjung Bunga, Lette, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90126, Indonesia",Lette,Mariso,Makassar
Kopi Hokage,5.0,12,Coffee shop,-5.1138981,119.423107,"Indomaret, Jalan Barukang Raya, Patingalloang Baru, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90213, Indonesia",Patingalloang Baru,Ujung Tanah,Makassar
Kopi Ronk,4.1,193,Coffee shop,-5.1198277,119.4172765,"Jalan Yos Sudarso, Tabaringan, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90172, Indonesia",Tabaringan,Ujung Tanah,Makassar
Point Coffee Yos Sudarso,5.0,6,Coffee shop,-5.1178813,119.4173316,"PT. Padi Mas Prima, 217B, Jalan Yos Sudarso, Tabaringan, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90161, Indonesia",Tabaringan,Ujung Tanah,Makassar
Warung Kopi DOTTORO,4.6,226,Coffee shop,-5.1200703,119.4206263,"Warkop Dottoro, Jalan Tinumbu, Layang, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90165, Indonesia",Layang,Bontoala,Makassar
Kedai Kopi Sahabat '95,4.3,18,Coffee shop,-5.1176663,119.4169704,"Kedai Kopi Sahabat'95, Jalan Yos Sudarso, Tabaringan, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90172, Indonesia",Tabaringan,Ujung Tanah,Makassar
Dottoro' dalam,4.9,16,Cafe,-5.1201715,119.4204229,"Tabaringan, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90165, Indonesia",Tabaringan,Ujung Tanah,Makassar
cafe malikha paotere,5.0,5,Coffee shop,-5.1121966,119.4218207,"Jalan Sabutung, Gusung, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90213, Indonesia",Gusung,Ujung Tanah,Makassar
Ruang Kopi,4.5,6,Coffee shop,-5.1134815,119.4221041,"Jalan Barukang I, Patingalloang, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90213, Indonesia",Patingalloang,Ujung Tanah,Makassar
Warkop Tangguh paotere,4.3,123,Coffee shop,-5.1122619,119.42284,"Gusung, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90213, Indonesia",Gusung,Ujung Tanah,Makassar
Kedai Kopi Mappatuju,5.0,3,Coffee shop,-5.1156994,119.4167499,"Kedai Kopi Mappatuju, Jalan Serdako Usman Ali, Tamalabba, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90172, Indonesia",Tamalabba,Ujung Tanah,Makassar
MGP NONGKS,5.0,2,Coffee shop,-5.1120146,119.4200033,"Jalan Sabutung, Gusung, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90165, Indonesia",Gusung,Ujung Tanah,Makassar
HY KOPI,0.0,0,Coffee shop,-5.1119928,119.4295073,"Jalan Sabutung Baru VI, Camba Berua, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90163, Indonesia",Camba Berua,Ujung Tanah,Makassar
Comeback kopi,5.0,3,Coffee shop,-5.1167011,119.4220135,"Jembatan Kanal Tinumbu, Jalan Tinumbu, Layang, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90213, Indonesia",Layang,Bontoala,Makassar
KEDAI OH,5.0,5,Coffee shop,-5.111429,119.4255652,"Jalan Barukang Utara, Cambaya, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90163, Indonesia",Cambaya,Ujung Tanah,Makassar
Kopimin_pasarcidu,5.0,1,Coffee shop,-5.1206135,119.4203066,"Tabaringan, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90165, Indonesia",Tabaringan,Ujung Tanah,Makassar
Komar. – Cakalang,4.1,24,Coffee shop,-5.1179683,119.4201901,"Jalan Cakalang, Tabaringan, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90165, Indonesia",Tabaringan,Ujung Tanah,Makassar
Babathe X Luce Nusantara resto and gelato,5.0,2065,Cafe,-5.1268907,119.408432,"Indomaret, Jalan Lembeh, Ende, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90174, Indonesia",Ende,Wajo,Makassar
Warkop Dottoro 75,4.4,181,Coffee shop,-5.1157461,119.4124097,"Warung Narti, Jalan Serdako Usman Ali, Tamalabba, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90172, Indonesia",Tamalabba,Ujung Tanah,Makassar
Bubart,5.0,6,Coffee shop,-5.1198694,119.4173146,"Jalan Yos Sudarso, Tabaringan, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90172, Indonesia",Tabaringan,Ujung Tanah,Makassar
Warkop Arafah,4.7,117,Coffee shop,-5.119909,119.4149424,"Jalan Salemo, Malimongan Tua, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90172, Indonesia",Malimongan Tua,Wajo,Makassar
Teras kopi arfah,5.0,4,Coffee shop,-5.1169771,119.4201453,"Jalan Cakalang V, Totaka, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90165, Indonesia",Totaka,Ujung Tanah,Makassar
WARKOP PONETO,4.6,32,Coffee shop,-5.1122687,119.4220645,"Jalan Sabutung, Gusung, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90213, Indonesia",Gusung,Ujung Tanah,Makassar
Konspirasi (Kopi Sejuta Inspirasi),5.0,1,Coffee shop,-5.1190935,119.4187939,"Tabaringan, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90165, Indonesia",Tabaringan,Ujung Tanah,Makassar
Kedai Kopi Yosda,5.0,3,Coffee shop,-5.1199786,119.4173696,"Jalan Yos Sudarso, Tabaringan, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90172, Indonesia",Tabaringan,Ujung Tanah,Makassar
Olladrink pasar cidu,5.0,2,Coffee shop,-5.120624,119.4204806,"Jalan Tinumbu, Layang, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90165, Indonesia",Layang,Bontoala,Makassar
Kopi Abang,0.0,0,Coffee shop,-5.1119689,119.4212275,"Jalan Sabutung, Gusung, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90213, Indonesia",Gusung,Ujung Tanah,Makassar
Palu,4.2,6,Coffee shop,-5.1194177,119.4173857,"Jalan Yos Sudarso, Tabaringan, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90172, Indonesia",Tabaringan,Ujung Tanah,Makassar
W͟a͟r͟k͟o͟p͟ D͟g͟. T͟e͟'n͟e͟ L͟i͟v͟e͟ M͟u͟s͟i͟k͟,5.0,5,Coffee shop,-5.1180063,119.4201483,"Jalan Cakalang, Tabaringan, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90165, Indonesia",Tabaringan,Ujung Tanah,Makassar
Warkop 81,4.3,71,Coffee shop,-5.1123091,119.4221912,"Jalan Sabutung, Gusung, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90213, Indonesia",Gusung,Ujung Tanah,Makassar
Warkop Mang apay,4.7,18,Coffee shop,-5.1157945,119.4128073,"Tamalabba, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90172, Indonesia",Tamalabba,Ujung Tanah,Makassar
Toko Kopi Jaya,0.0,0,Coffee wholesaler,-5.1110369,119.4282549,"Jalan Sabutung, Camba Berua, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90163, Indonesia",Camba Berua,Ujung Tanah,Makassar
Warkop Alami,4.6,202,Coffee shop,-5.1162839,119.4203047,"Jalan Cakalang V, Totaka, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90165, Indonesia",Totaka,Ujung Tanah,Makassar
MNF,5.0,2,Coffee shop,-5.112226,119.4287618,"Camba Berua, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90163, Indonesia",Camba Berua,Ujung Tanah,Makassar
Warkop Dg Ancha,4.4,32,Coffee shop,-5.1113634,119.425947,"Jalan Barukang Utara, Cambaya, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90163, Indonesia",Cambaya,Ujung Tanah,Makassar
Warkop 460 Makassar,4.5,19,Coffee shop,-5.1176064,119.4194832,"Ruko Cakalang Indah, Kompleks Ruko Cakalang Indah, Totaka, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90165, Indonesia",Totaka,Ujung Tanah,Makassar
PAMBUSUANG,3.0,1,Coffee shop,-5.1143315,119.4232616,"Jalan Tol Reformasi, Patingalloang Baru, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90213, Indonesia",Patingalloang Baru,Ujung Tanah,Makassar
KOPI SORAJA,0.0,0,Coffee shop,-5.1180539,119.4205247,"Jalan Cakalang, Tabaringan, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90165, Indonesia",Tabaringan,Ujung Tanah,Makassar
Warkop KOPIPAPI,4.9,7,Coffee shop,-5.114785,119.4225903,"Jalan Barukang III, Patingalloang, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90213, Indonesia",Patingalloang,Ujung Tanah,Makassar
Warkop Dai,5.0,7,Coffee shop,-5.1121716,119.4265791,"Alfamart, Jalan Sabutung, Cambaya, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90213, Indonesia",Cambaya,Ujung Tanah,Makassar
Warkop Fizah & Cafe,4.8,17,Cafe,-5.117723,119.4189111,"Bengkel KS MOTOR, 12, Jalan Cakalang, Tabaringan, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90165, Indonesia",Tabaringan,Ujung Tanah,Makassar
Kopi chwimi,0.0,0,Coffee shop,-5.1179631,119.4208905,"Jalan Cakalang VII, Totaka, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90213, Indonesia",Totaka,Ujung Tanah,Makassar
Komar. – Cakalang,0.0,0,Coffee shop,-5.117609,119.419659,"Ruko Cakalang Indah, Kompleks Ruko Cakalang Indah, Totaka, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90165, Indonesia",Totaka,Ujung Tanah,Makassar
Kedai Nanda thaitea,4.5,2,Coffee shop,-5.1098159,119.4305491,"Jalan Sabutung Baru V, Camba Berua, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90163, Indonesia",Camba Berua,Ujung Tanah,Makassar
Warkop 27,5.0,1,Coffee shop,-5.1179413,119.4196137,"Jalan Cakalang, Totaka, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90165, Indonesia",Totaka,Ujung Tanah,Makassar
Warkop Makmur/ Jual beli chip,4.8,5,Coffee shop,-5.1180005,119.420153,"Jalan Cakalang, Tabaringan, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90165, Indonesia",Tabaringan,Ujung Tanah,Makassar
Warkop 2R,5.0,1,Coffee shop,-5.1189063,119.4174315,"PT. Padi Mas Prima, 217B, Jalan Yos Sudarso, Tabaringan, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90161, Indonesia",Tabaringan,Ujung Tanah,Makassar
Warkop Hari,4.8,9,Coffee shop,-5.1195363,119.4201291,"Tabaringan, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90165, Indonesia",Tabaringan,Ujung Tanah,Makassar
Warkop Dua Tujuh,3.4,7,Coffee shop,-5.1178965,119.4207159,"Jalan Cakalang VII, Totaka, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90213, Indonesia",Totaka,Ujung Tanah,Makassar
Fat Bubble Makassar,4.4,377,Cafe,-5.1452253,119.4143929,"Jalan Karunrung, Sawerigading, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90113, Indonesia",Sawerigading,Ujung Pandang,Makassar
Warkop Darwis,4.2,40,Cafe,-5.1124297,119.4238815,"Cambaya, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90213, Indonesia",Cambaya,Ujung Tanah,Makassar
Kedai Imran,0.0,0,Coffee shop,-5.1145759,119.4212766,"Jalan Barukang III, Patingalloang, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90213, Indonesia",Patingalloang,Ujung Tanah,Makassar
Warkop 116,4.4,12,Cafe,-5.1140433,119.4228172,"Jalan Barukang III, Patingalloang, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90213, Indonesia",Patingalloang,Ujung Tanah,Makassar
Warkop Soba,5.0,1,Cafe,-5.1111973,119.4282743,"Jalan Sabutung, Camba Berua, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90163, Indonesia",Camba Berua,Ujung Tanah,Makassar
Warkop Sekawan,3.8,5,Coffee shop,-5.1144937,119.4236317,"Jalan Barukang Raya, Patingalloang, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90213, Indonesia",Patingalloang,Ujung Tanah,Makassar
Toko nurcahyani,0.0,0,Coffee shop,-5.1114608,119.425482,"Jalan Barukang Utara, Cambaya, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90163, Indonesia",Cambaya,Ujung Tanah,Makassar
Warkop azisah,4.2,5,Coffee shop,-5.1107678,119.4264472,"Jalan Barukang Utara, Cambaya, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90163, Indonesia",Cambaya,Ujung Tanah,Makassar
Warung Primkopal,4.9,32,Restaurant,-5.1157055,119.4166947,"Navy Mart, Jalan Serdako Usman Ali, Tamalabba, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90172, Indonesia",Tamalabba,Ujung Tanah,Makassar
Warkop siama 2,5.0,6,Cafe,-5.1118957,119.4199015,"Gusung, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90213, Indonesia",Gusung,Ujung Tanah,Makassar
Kedai kak lhia,0.0,0,Coffee shop,-5.0498912,119.3278017,"Barrang Lompo, Kepulauan Sangkarrang, Makassar, Sulawesi Selatan, Sulawesi, Indonesia",Barrang Lompo,Kepulauan Sangkarrang,Makassar
Suppiran Coffee Indonesia,0.0,0,Coffee store,-5.1195955,119.4026276,"Jalan Mohammad Hatta, Pelabuhan Makassar, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90173, Indonesia",Ujung Tanah,Ujung Tanah,Makassar
Kopi Sayang & Uncle Fang Makassar,0.0,0,Food and beverage exporter,-5.1114895,119.4026276,"Jalan Mohammad Hatta, Pelabuhan Makassar, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90173, Indonesia",Ujung Tanah,Ujung Tanah,Makassar
Warkop W2R,0.0,0,Coffee shop,-5.048941,119.330181,"Barrang Lompo, Kepulauan Sangkarrang, Makassar, Sulawesi Selatan, Sulawesi, Indonesia",Barrang Lompo,Kepulauan Sangkarrang,Makassar
KOPI CAN Brew House,0.0,0,Coffee store,-5.1114895,119.4026276,"Jalan Mohammad Hatta, Pelabuhan Makassar, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90173, Indonesia",Ujung Tanah,Ujung Tanah,Makassar
Tropical Food & Drink Makassar,5.0,1,Coffee store,-5.1114895,119.4026276,"Jalan Mohammad Hatta, Pelabuhan Makassar, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90173, Indonesia",Ujung Tanah,Ujung Tanah,Makassar
bubur bakar malathi,5.0,15,Coffee shop,-5.1464371,119.4165266,"Mangkura, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90113, Indonesia",Mangkura,Ujung Pandang,Makassar
Coffee Galung Enrekang,5.0,5,Coffee wholesaler,-5.1114895,119.4026276,"Jalan Mohammad Hatta, Pelabuhan Makassar, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90173, Indonesia",Ujung Tanah,Ujung Tanah,Makassar
Rumah Kopi Setia,4.7,522,Coffee shop,-5.1259252,119.4132633,"UD. Prima Tunggal, Jalan Dokter Wahidin Sudirohusodo, Melayu Baru, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90174, Indonesia",Melayu Baru,Wajo,Makassar
Coffee Shops Phoenam,4.6,663,Coffee shop,-5.1317924,119.4074423,"Wisma Jampea, Jalan Hoo Eng Djie, Pattunuang, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",Pattunuang,Wajo,Makassar
Kopi Kenangan - Ruko A. Yani Makassar,4.6,384,Coffee shop,-5.1327484,119.4104393,"Adidas, Jalan Ahmad Yani 1, Pattunuang, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",Pattunuang,Wajo,Makassar
Warkop LaKopi,4.5,935,Coffee shop,-5.1293327,119.4096989,"Notaris, Jalan Lombok, Pattunuang, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90174, Indonesia",Pattunuang,Wajo,Makassar
